id,title,description,type,release_year,genres,production_countries,Netflix Link,TMDb Trailer,runtime,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,type_netflix
tm84618,Taxi Driver,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,MOVIE,1976,"crime, drama",US,https://www.netflix.com/watch/18907685,https://www.youtube.com/watch?v=UUxD4-dEzn0,113,8.3,795222.0,40.965,8.179,0
tm127384,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",MOVIE,1975,"comedy, fantasy",GB,https://www.netflix.com/watch/771476,https://www.youtube.com/watch?v=RDM75-oXGmQ,91,8.2,530877.0,15.461,7.811,0
tm14873,Dirty Harry,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.",MOVIE,1971,"thriller, crime, action",US,https://www.netflix.com/watch/445522,https://www.youtube.com/watch?v=K6Vi1VurN9s,102,7.7,153463.0,12.817,7.5,0
tm98978,The Blue Lagoon,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",MOVIE,1980,"romance, drama",US,https://www.netflix.com/watch/318448,https://www.youtube.com/watch?v=1nC0EdXk_2g,104,5.8,69053.0,50.324,6.156,0
tm119281,Bonnie and Clyde,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",MOVIE,1967,"drama, crime, action",US,https://www.netflix.com/watch/19054266,https://www.youtube.com/watch?v=hZpm1zj9510,110,7.7,111189.0,15.687,7.5,0
tm67378,The Professionals,An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.,MOVIE,1966,"western, action, european",US,https://www.netflix.com/watch/877351,https://www.youtube.com/watch?v=fU6TTdGelDs,117,7.3,16168.0,13.123,7.1,0
tm44204,The Guns of Navarone,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",MOVIE,1961,"war, action, drama","US, GB",https://www.netflix.com/watch/60000061,https://www.youtube.com/watch?v=MhQvkPMNt70,158,7.5,50150.0,13.844,7.3,0
tm69997,Richard Pryor: Live in Concert,"Richard Pryor delivers monologues on race, sex, family and his favorite target—himself, live at the Terrace Theatre in Long Beach, California.",MOVIE,1979,"comedy, documentation",US,https://www.netflix.com/watch/907090,https://www.youtube.com/watch?v=EbWwR7p_Pk8,78,8.1,5141.0,4.718,7.5,0
tm16479,White Christmas,Two talented song-and-dance men team up after the war to become one of the hottest acts in show business. In time they befriend and become romantically involved with the beautiful Haynes sisters who comprise a sister act.,MOVIE,1954,"romance, comedy, music",US,https://www.netflix.com/watch/60003082,https://www.youtube.com/watch?v=3n3-UtakD3I,115,7.5,42373.0,8.915,7.2,0
tm135083,Cairo Station,"Qinawi, a physically challenged peddler who makes his living selling newspapers in the central Cairo train station, is obsessed by Hanuma, an attractive young woman who sells drinks. While she jokes with him about a possible relationship, she is actually in love with Abu Siri, a strong and respected porter at the station who is struggling to unionize his fellow workers to combat their boss' exploitative and abusive treatment.",MOVIE,1958,"drama, crime, comedy",EG,https://www.netflix.com/watch/70124714,https://www.youtube.com/watch?v=bOJpiUZphTE,77,7.5,4385.0,5.546,7.3,0
tm204541,Dark Waters,"Ragab, a poor sailor, returns home to Alexandria after three years of absence, during which he tried to save money to marry his one true love, Hamedah. But there's trouble on the harbor, and with an old friend.",MOVIE,1956,"drama, action, romance, thriller",EG,https://www.netflix.com/watch/81252546,https://www.youtube.com/watch?v=RvAOuhyunhY,120,6.7,590.0,0.849,5.9,0
tm94651,Dostana,"Two close friends decide to enter law enforcement, one as a police officer, the other as a lawyer, but their friendship begins to unravel when they both fall in love with the same woman.",MOVIE,1980,"drama, comedy, romance, action, crime",IN,https://www.netflix.com/watch/70109680,https://www.youtube.com/watch?v=PYNpmI_MHXc,161,2.1,25.0,3.98,4.9,0
tm107372,Manoranjan,"Havaldar Ratan is a rookie at the local police station, and is assigned duty on foot patrol on Manoranjan Street, a notorious red-light area, on the very first day of his job. He strikes up a conversation with a good-looking young woman named Nisha, and tells her that there is a possible violation of Suppression of Immoral Trafficking Act taking place on this street. He witnesses several women soliciting men, and decides to call in the paddy wagon, and get them arrested. Alas, one of the men frequenting the prostitutes is none other than Ratan's superior officer, who immediately summons Ratan, and has him removed from service on corruption charges. Nisha takes pity on a homeless and unemployed Ratan, and asks him to live with her. He does not want her to sell her body, and so he decides to work at night, and during the day he takes on the guise of a rich Nawab and spends time with her.",MOVIE,1974,"comedy, drama, romance",IN,https://www.netflix.com/watch/80158545,https://www.youtube.com/watch?v=AOfFh0e6DvQ,162,6.5,236.0,1.532,5.3,0
tm259684,Whispers,"At every station, between sites filled with poetry and nostalgia for a bygone era, the poet's dashed dreams and idealized vision of her country coincide with the director's own.",MOVIE,1980,documentation,"FR, LB, CA",https://www.netflix.com/watch/81344071,https://www.youtube.com/watch?v=DMG9TMnJfOs,93,7.8,75.0,0.6,5.0,0
tm259684,Whispers,"At every station, between sites filled with poetry and nostalgia for a bygone era, the poet's dashed dreams and idealized vision of her country coincide with the director's own.",MOVIE,1980,documentation,"FR, LB, CA",https://www.netflix.com/watch/81223641,https://www.youtube.com/watch?v=DMG9TMnJfOs,93,7.8,75.0,0.6,5.0,0
tm358653,Ujala,"An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",MOVIE,1959,"romance, crime, drama",IN,https://www.netflix.com/watch/80158391,https://www.youtube.com/watch?v=jvOLFDjLt3Q,142,6.7,78.0,0.84,6.0,0
tm22327,Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,MOVIE,1987,"drama, war","GB, US",https://www.netflix.com/watch/528677,https://www.youtube.com/watch?v=UuWmCVdwhKg,116,8.3,723306.0,32.937,8.1,0
tm54450,Christine,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",MOVIE,1983,"horror, thriller, european",US,https://www.netflix.com/watch/80097814,https://www.youtube.com/watch?v=ieBmy6qjiCI,90,6.7,80945.0,23.418,6.8,0
tm54450,Christine,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",MOVIE,1983,"horror, thriller, european",US,https://www.netflix.com/watch/70007667,https://www.youtube.com/watch?v=ieBmy6qjiCI,90,6.7,80945.0,23.418,6.8,0
tm2386,A Nightmare on Elm Street,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",MOVIE,1984,horror,US,https://www.netflix.com/watch/70119457,https://www.youtube.com/watch?v=ZuYoEtEI_go,91,7.4,230543.0,48.358,7.3,0
tm145608,Awakenings,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",MOVIE,1990,"drama, european",US,https://www.netflix.com/watch/268371,https://www.youtube.com/watch?v=7exeVt7CaE4,120,7.8,137549.0,12.23,7.8,0
ts25028,Wheel of Fortune,"This game show sees contestants solve word puzzles, similar to those used in Hangman, to win cash and prizes determined by spinning a giant carnival wheel.",SHOW,1983,family,US,https://www.netflix.com/watch/81414068,https://www.youtube.com/watch?v=t6ymYzKvhYc,26,6.7,3126.0,5.935,6.8,1
ts987,Danger Mouse,"Danger Mouse, the world's greatest secret agent, and his side-kick Penfold work to foil the evil schemes of Baron Greenback.",SHOW,1981,"comedy, family, scifi, animation, european",GB,https://www.netflix.com/watch/80045820,https://www.youtube.com/watch?v=4dmq13dD47g,15,7.4,3514.0,8.55,7.5,1
ts987,Danger Mouse,"Danger Mouse, the world's greatest secret agent, and his side-kick Penfold work to foil the evil schemes of Baron Greenback.",SHOW,1981,"comedy, family, scifi, animation, european",GB,https://www.netflix.com/watch/70177040,https://www.youtube.com/watch?v=4dmq13dD47g,15,7.4,3514.0,8.55,7.5,1
tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,"After managing to survive attacks by Zeon's Char Aznable and Garma Zabi, the crew of Federation warship White Base and its mobile suits must battle Zeon forces through Asia, Europe, and the Atlantic Ocean if they are to reach Earth Federation's headquarters alive. During that process many of its crewmembers must overcome their fears, losses, immaturities, and insecurities in order to survive.",MOVIE,1981,"scifi, drama, war, animation, action",JP,https://www.netflix.com/watch/70014612,https://www.youtube.com/watch?v=mu-WnOLUfuU,133,7.2,1242.0,13.125,7.2,0
tm21953,Sam Kinison: Breaking the Rules,"This is a great performance. Through yelling and energetic story-telling, he talks about marriage, drugs, being arrested (thanks to his ex-wife), pleasing women, religion, and much, much more.",MOVIE,1987,"comedy, documentation",US,https://www.netflix.com/watch/60004393,https://www.youtube.com/watch?v=Z3oq7Lah59w,50,7.2,651.0,1.843,7.2,0
tm49037,Mobile Suit Gundam III: Encounters in Space,"Amuro Ray and the rest of the White Base crew, now denominated the 13th Autonomous Corps, return to outer space to support the rest of the Earth Federation forces for the decisive battle against the Duchy of Zeon's forces.",MOVIE,1982,"animation, action, drama, scifi, war",JP,https://www.netflix.com/watch/70014613,https://www.youtube.com/watch?v=o5sxInY90bA,144,7.7,1210.0,12.741,7.5,0
tm159912,Agneepath,"The movie depicts the life of a young boy, Vijay (Amitabh Bachchan), whose father gets brutally lynched by a mobster Kancha Cheena. It's a journey of his quest for revenge, which leads him to become a gangster as an adult. Watch out for Amitabh Bachchan in one of the most powerful roles of his career. Will Vijay lose his family in the process of satisfying his vengeance?",MOVIE,1990,"action, crime, drama",IN,https://www.netflix.com/watch/235527,https://www.youtube.com/watch?v=ZSrHgFgM3os,174,7.6,8902.0,4.062,6.5,0
tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,"Steve Martin presents selected sketches from ""Monty Python's Flying Circus (1969)"". It's the well known sketches, though the parrot sketch is not included. Steve Martin has some funny comments on the Pythons.",MOVIE,1989,comedy,GB,https://www.netflix.com/watch/80236574,https://www.youtube.com/watch?v=vnciwwsvNcc,72,8.1,1522.0,1.801,6.9,0
tm258072,Adam: His Song Continues,"Follows the true story of John and Reve Walsh who, after their child was murdered, fought to raise national awareness of the problem of missing children.",MOVIE,1986,"crime, drama",US,https://www.netflix.com/watch/70206816,https://www.youtube.com/watch?v=cVvqZxxtavM,100,7.0,209.0,1.603,7.0,0
tm52815,Disco Dancer,"Anil, a street singer, is humiliated and driven out of Bombay along with his mother. However, he soon becomes a famous performer but the enemies from his past try to destroy his hard-earned career.",MOVIE,1982,"drama, romance",IN,https://www.netflix.com/watch/21027539,https://www.youtube.com/watch?v=hg4ON3-cD9I,134,6.5,1449.0,7.879,5.3,0
tm137013,The Ryan White Story,"The story of Ryan White, a 13-year-old haemophiliac who contracted AIDS from factor VIII, which was used to control this disorder.",MOVIE,1989,drama,US,https://www.netflix.com/watch/70206820,https://www.youtube.com/watch?v=QRBHTtJfrew,102,7.2,857.0,1.981,5.9,0
tm157603,Dil,"Raja lives a poor lifestyle along with his dad, Hazariprasad and mom. He attends college where he has several run-ins with wealthy fellow-collegian, Madhu Mehra. Matters escalate to such an extent that she accuses him of sexually molesting her. When his dad comes to know, he decides to seize this chance to get rich quickly, masquerades as a wealthy businessman, approaches Mr. Mehra, and arranges for their children to get married. Murphy's law prevails at the time of the engagement - changing everyone's lives forever.",MOVIE,1990,"romance, comedy, drama",IN,https://www.netflix.com/watch/18111113,https://www.youtube.com/watch?v=4IXY9mwqyEQ,172,6.6,5273.0,3.992,6.5,0
tm55091,Quiet Victory: The Charlie Wedemeyer Story,"Film that tells the story of Los Gatos (California) high school football coach Charlie Wedemeyer. At 31, onetime football pro Wedemeyer is living the American dream; a winning team, a happy marriage and public adulation.",MOVIE,1988,drama,US,https://www.netflix.com/watch/70206819,https://www.youtube.com/watch?v=wwiWaNMGBWY,100,7.1,144.0,2.246,8.0,0
tm172482,Sohni Mahiwal,"Shahjada Ijjat Beg comes to India with his caravan and settles in a town in Gujrat. Here he falls in love with Sohani, who keeps a shop in metal pots. Ijjat Beg buys pot from her with whatever money he had and they were attracted to each other. Sohni dispensed with her servant and kept Ijjat Beg instead. This gave them more opportunity to meet. This was a scandal in the town and Sohni was perforce married to Rehaman who was slightly off his head. Sohni continued her meeting Ijjat Beg who went out fishing. When the atmosphere became to hot for them they jointly took a water grave for their love.",MOVIE,1984,"romance, action, drama",IN,https://www.netflix.com/watch/80157134,https://www.youtube.com/watch?v=QJQfF_zv26w,160,6.1,297.0,6.052,5.8,0
tm47673,An Egyptian Story,"Acclaimed actor Nour El Cherif here plays Egyptian filmmaker Yehia Mourad some thirty years after we last see him in ""Alexandria, Why?""  Though successful in his work, Yehia has grown distant from his wife and children and suﬀers a symbolic blockage of the heart while shooting the final scenes of his latest film. After being flown to England for evaluation, it's determined that Yehia must undergo emergency surgery.  Fact and fiction blend seamlessly—with healthy doses of cleverly  absurdist fantasy—as the film explores the various personalities and forces that have made Yehia (and Youssef Chahine) the man he has become.",MOVIE,1982,"fantasy, drama",EG,https://www.netflix.com/watch/60001802,https://www.youtube.com/watch?v=ct4i2XQgHIw,129,7.3,1113.0,1.77,6.7,0
tm11556,The Quick and the Dead,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",MOVIE,1995,"western, thriller, action, romance","US, JP",https://www.netflix.com/watch/885014,https://www.youtube.com/watch?v=NfRrEUz62Lw,107,6.5,92224.0,13.056,6.5,0
ts20981,Survivor,"A reality show contest where sixteen or more castaways split between two or more “Tribes” are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. Frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for “Immunity”, forcing the other tribe to attend “Tribal Council”, where they must vote off one of their players.",SHOW,2000,reality,US,https://www.netflix.com/watch/70153367,https://www.youtube.com/watch?v=yvkhoqo6QQ4,48,7.4,24368.0,54.19,7.4,1
ts20981,Survivor,"A reality show contest where sixteen or more castaways split between two or more “Tribes” are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. Frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for “Immunity”, forcing the other tribe to attend “Tribal Council”, where they must vote off one of their players.",SHOW,2000,reality,US,https://www.netflix.com/watch/80046729,https://www.youtube.com/watch?v=1lnEyZEoYJU,48,7.4,24368.0,54.19,7.4,1
ts22176,Stargate SG-1,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",SHOW,1997,"scifi, drama, action","US, CA",https://www.netflix.com/watch/70155599,https://www.youtube.com/watch?v=wSRS7c_UqaM,44,8.4,90196.0,88.851,8.3,1
tm122434,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",MOVIE,1994,"drama, romance, comedy",US,https://www.netflix.com/watch/60000724,https://www.youtube.com/watch?v=bLvqoHBptjg,142,8.8,1994599.0,63.449,8.478,0
ts34435,Cowboy Bebop,"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters (also referred to as ""Cowboys"") chase criminals and bring them in alive in return for a reward.",SHOW,1998,"western, action, scifi, thriller, animation, comedy, drama",JP,https://www.netflix.com/watch/80001305,https://www.youtube.com/watch?v=RI08P5SaJNU,25,8.9,112887.0,35.402,8.522,1
ts5145,The Challenge,"Each Challenge pits numerous cast members from past seasons of reality shows against each other, dividing them into two separate teams according to different criteria, such as gender, which show they first appeared on, whether or not they're veterans or rookies on the show, etc. The two teams compete in numerous missions in order to win prizes and advance in the overall game.",SHOW,1998,"reality, comedy, drama, scifi",US,https://www.netflix.com/watch/81349561,https://www.youtube.com/watch?v=BY-0SbSF2dE,40,7.8,3274.0,18.075,7.7,1
tm192405,Gattaca,"In a future society in the era of indefinite eugenics, humans are set on a life course depending on their DNA. Young Vincent Freeman is born with a condition that would prevent him from space travel, yet is determined to infiltrate the GATTACA space program.",MOVIE,1997,"thriller, drama, scifi",US,https://www.netflix.com/watch/1180113,https://www.youtube.com/watch?v=DO_x-po_Nsc,106,7.8,298168.0,17.789,7.553,0
ts21567,Gilmore Girls,"Set in the charming town of Stars Hollow, Connecticut, the series follows the captivating lives of Lorelai and Rory Gilmore, a mother/daughter pair who have a relationship most people only dream of.",SHOW,2000,"comedy, drama",US,https://www.netflix.com/watch/70155618,https://www.youtube.com/watch?v=Ac47mma8XRA,46,8.2,119054.0,58.578,7.827,1
tm192037,Starship Troopers,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",MOVIE,1997,"scifi, thriller, action",US,https://www.netflix.com/watch/1181616,https://www.youtube.com/watch?v=Y07I_KER5fE,129,7.3,288960.0,29.5,6.993,0
ts20983,Neon Genesis Evangelion,"At the turn of the century, the Angels returned to Earth, seeking to wipe out humanity in an apocalyptic fury. Devastated, mankind's last remnants moved underground to wait for the day when the Angels would come back to finish the job. Fifteen years later, that day has come... but this time, humanity is ready to fight back with terrifying bio-mechanical weapons known as the Evangelions. Watch as Shinji, Rei, Asuka and the rest of the mysterious shadow agency Nerv battle to save earth from total annihilation.",SHOW,1995,"scifi, action, drama, thriller, fantasy, animation",JP,https://www.netflix.com/watch/81033445,https://www.youtube.com/watch?v=13nSISwxrY4,24,8.5,64727.0,49.27,8.637,1
ts22193,The Magic School Bus,An eccentric schoolteacher takes her class on wondrous educational field trips with the help of a magical school bus.,SHOW,1994,"scifi, comedy, family, fantasy, animation","US, CA",https://www.netflix.com/watch/70264612,https://www.youtube.com/watch?v=GoiTW2zw80c,26,7.8,9708.0,16.83,7.8,1
tm191989,Donnie Brasco,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,MOVIE,1997,"thriller, drama, crime",US,https://www.netflix.com/watch/1151721,https://www.youtube.com/watch?v=rsBx_eTVSpQ,127,7.7,300073.0,22.225,7.5,0
ts20960,Power Rangers,"A team of teenagers with attitude are recruited to save Angel Grove from the evil witch, Rita Repulsa, and later, Lord Zedd, Emperor of all he sees, and their horde of monsters.",SHOW,1993,"scifi, action, fantasy, family",US,https://www.netflix.com/watch/80144309,https://www.youtube.com/watch?v=oFkulzWMotY,22,6.5,21949.0,19.699,6.8,1
tm65686,U.S. Marshals,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.",MOVIE,1998,"thriller, crime, action",US,https://www.netflix.com/watch/5670449,https://www.youtube.com/watch?v=J25z6Rn5Xek,126,6.5,103263.0,24.205,6.5,0
tm187187,Last Action Hero,"Following the death of his father, young Danny Madigan takes comfort in watching action movies featuring the indestructible Los Angeles cop Jack Slater. After being given a magic ticket by theater manager Nick, Danny is sucked into the screen and bonds with Slater. When evil fictional villain Benedict gets his hands on the ticket and enters the real world, Danny and Jack must follow and stop him.",MOVIE,1993,"comedy, action, fantasy",US,https://www.netflix.com/watch/684660,https://www.youtube.com/watch?v=OJw8o49CNZI,130,6.4,149290.0,22.196,6.379,0
tm191772,Seven Years in Tibet,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",MOVIE,1997,"drama, history, war",US,https://www.netflix.com/watch/1179053,https://www.youtube.com/watch?v=TWkrRTPtKss,136,7.1,141308.0,13.766,7.2,0
tm121879,A River Runs Through It,"A River Runs Through is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920's.",MOVIE,1992,drama,US,https://www.netflix.com/watch/911839,https://www.youtube.com/watch?v=5Z7yeXtBQMU,123,7.2,59086.0,19.58,7.1,0
tm44402,"Girl, Interrupted","Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.",MOVIE,1999,"drama, european","US, DE",https://www.netflix.com/watch/60000428,https://www.youtube.com/watch?v=5BHHUBZf7y4,127,7.3,180532.0,20.424,7.6,0
ts22489,Goosebumps,"Anything can turn spooky in this horror anthology series based on the best-selling books by master of kid horror, R.L. Stine. In every episode, see what happens when regular kids find themselves in scary situations, and how they work to confront and overcome their fears.",SHOW,1995,"scifi, fantasy, horror, thriller, family, music","CA, US",https://www.netflix.com/watch/80049939,https://www.youtube.com/watch?v=twmQRJJZpfQ,22,7.6,13361.0,63.687,7.9,1
ts22489,Goosebumps,"Anything can turn spooky in this horror anthology series based on the best-selling books by master of kid horror, R.L. Stine. In every episode, see what happens when regular kids find themselves in scary situations, and how they work to confront and overcome their fears.",SHOW,1995,"scifi, fantasy, horror, thriller, family, music","CA, US",https://www.netflix.com/watch/70264616,https://www.youtube.com/watch?v=7Cn716jv61s,22,7.6,13361.0,63.687,7.9,1
ts25252,Yu-Gi-Oh!,"A timid young boy who loves all sorts of games, one day solves an ancient puzzle known as the Millennium Puzzle, causing his body to play host to a mysterious spirit with the personality of a gambler.",SHOW,1998,"scifi, action, family, fantasy, animation, comedy, drama",JP,https://www.netflix.com/watch/70177034,https://www.youtube.com/watch?v=44ofw6GIbgU,22,7.2,20888.0,33.504,7.358,1
ts21034,InuYasha,"Kagome Higurashi is a modern day young girl who lives with her family by the old Higure shrine. Unbeknownst to Kagome, she is the reincarnation of priestess Kikyo and posseses the ""Jewel of Four Souls"" (the Shikon jewel). One ill-fated day, Kagome locates an ancient well near her home and is abruptly transported through the well and into a feudal Japan, inhabited by demons. There, she encounters Inuyasha, son of a powerful demon father and a human mother, who is pinned to a tree by an enchanted arrow.",SHOW,2000,"action, comedy, scifi, animation, drama, fantasy, romance",JP,https://www.netflix.com/watch/70204995,https://www.youtube.com/watch?v=UCFBsLagBPk,25,7.9,15823.0,62.355,8.6,1
tm189764,Menace II Society,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,MOVIE,1993,"drama, crime, thriller",US,https://www.netflix.com/watch/754174,https://www.youtube.com/watch?v=CD2pjnGy8Fk,97,7.5,57399.0,13.928,7.542,0
tm187791,In the Line of Fire,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.",MOVIE,1993,"drama, thriller, action, crime",US,https://www.netflix.com/watch/624420,https://www.youtube.com/watch?v=1iYvdhMJZkE,128,7.2,101939.0,19.8,6.973,0
tm19494,The Replacements,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",MOVIE,2000,"comedy, sport",US,https://www.netflix.com/watch/60001382,https://www.youtube.com/watch?v=Ivh1DoSVfyo,118,6.6,64087.0,30.982,6.6,0
tm113576,Little Women,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",MOVIE,1994,"drama, family, romance",US,https://www.netflix.com/watch/81140933,https://www.youtube.com/watch?v=AST2-4db4ic,115,7.3,57621.0,13.683,7.314,0
tm113576,Little Women,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",MOVIE,1994,"drama, family, romance",US,https://www.netflix.com/watch/707114,https://www.youtube.com/watch?v=uKqi9edJVQY,115,7.3,57621.0,13.683,7.314,0
tm191387,Anaconda,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.",MOVIE,1997,"thriller, horror, action","PE, US, BR",https://www.netflix.com/watch/1153328,https://www.youtube.com/watch?v=eZBd836tTfk,89,4.8,103459.0,34.405,5.1,0
tm6859,My Girl,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",MOVIE,1991,"comedy, drama, family, romance, european",US,https://www.netflix.com/watch/80999062,https://www.youtube.com/watch?v=VDphy_R8z6g,103,6.9,79800.0,20.545,7.4,0
tm6859,My Girl,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",MOVIE,1991,"comedy, drama, family, romance, european",US,https://www.netflix.com/watch/70249901,https://www.youtube.com/watch?v=uy6CdFschfk,103,6.9,79800.0,20.545,7.4,0
